sn_id,sn_model_name,sn_model_code,sn_maker,sn_release_date,sn_os,sn_sale_type,sn_display_cm,sn_display_in,sn_display_type,sn_display_resolution,sn_display_ppi,sn_display_hz,sn_display_aspect_ratio,sn_display_size,sn_display_width,sn_display_height,sn_display_hdr,sn_ap_type,sn_core,sn_core_clock,sn_gpu_core,sn_npu_dsp,sn_sensor_hub,sn_modem,sn_ram,sn_Builtin_memory,sn_storage,sn_external_memory,sn_5g,sn_4g,sn_wifi,sn_bluetooth,sn_satellite,sn_usim_type,sn_dual_usim,sn_camera_type,sn_back_camera,sn_front_camera,sn_camera_resolution,sn_flash,sn_photo_resolution,sn_front_resolution,sn_front_video_resolution,sn_camera_aperture,sn_hand_tremor_correction,sn_hand_tremor_protection,sn_camera_flash,sn_hdr_filming,sn_auto_hdr,sn_optical_zoom,sn_geotag,sn_laser_auto_focus,sn_auto_focus,sn_out_focus,sn_touch_focus,sn_panorama,sn_tof,sn_night_photography,sn_iphone_terminal,sn_speaker,sn_high_sound_quality,sn_sound_technology,sn_fingerprint,sn_face,sn_iris,sn_voice,sn_ai,sn_payment,sn_touch_pen,sn_dustproof,sn_etc,sn_charging_terminal,sn_battery,sn_battery_type1,sn_battery_type2,sn_battery_type3,sn_battery_terminal,sn_fast_charge,sn_wireless_charge,sn_color,sn_width,sn_height,sn_thickness,sn_weight
120,삼성 마스터폰 SKT 3G,SM-B510,samsung,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,,,,,,,,,메탈릭 실버 (모든통신기기용 대응색상),,,,""
121,삼성 마스터폰 LG 3G,SM-B510,samsung,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,,,,,,,,,메탈릭 실버 (모든통신기기용 대응색상),,,,""
122,F70,LG-F370,lg,,안드로이드 4.4 (KitKat)LG UI 4.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,, eMMC -.-, micro SDHC 최대 32 GB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",66.4,127.5,9.95,"129.6"
123,G8 ThinQ,LM-G820,lg,,안드로이드 9 (Pie) | 10LG UX 8.0 | 9.0 | VELVET UI,,0,6.1,Plastic 소재의 AMOLED,3120 x 1440,564,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 855 SM8150 Platform.  ,,Qualcomm Kryo 485 Gold Single-Core 2.84 GHz + Triple-Core 2.41 GHz CPUQualcomm Kryo 485 Silver Quad-Core 1.78 GHz CPU,퀄컴 Adreno 640 -- MHz GPU,퀄컴 Hexagon 690 DSP,DSP 대체,Qualcomm Snapdragon X24 LTE Modem,6 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,800만 ,800만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 ToF 센서(Z 카메라) 인식 방식,,,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득DTS:X 음향 기술 & Meridian 튜닝 및 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3500,내장형 Li-Ion  ,"퀄컴 퀵 차지 4 (16.2 W), 퀄컴 퀵 차지 3.0 (16.2 W)",,,,,"뉴 오로라 블랙, 뉴 모로칸 블루, 카민 레드, 그라데이션 레드",71.8,151.9,8.4,"167"
124,G7 ThinQ,LM-G710,lg,,안드로이드 8.0 (Oreo) | 9 (Pie) | 10LG UX 7.0 | 9.0 | VELVET UI,,0,6.1,IPS TFT-LCD,3120 x 1440,564,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 845 SDM845 Platform.  ,,Qualcomm Kryo 385 Gold Quad-Core 2.8 GHz CPUQualcomm Kryo 385 Silver Quad-Core 1.7 GHz CPU,퀄컴 Adreno 630 710 MHz GPU,퀄컴 Hexagon 685 DSP,DSP 대체,Qualcomm Snapdragon X20 LTE Modem,4 GB LPDDR4X SDRAM,64, UFS 2.1,,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,600만  + 1,600만 ", 800만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득DTS:X 음향 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,"퀄컴 퀵 차지 4 (16.2 W), 퀄컴 퀵 차지 3.0 (16.2 W)",,,,,뉴 모로칸 블루,71.9,153.2,7.9,"162"
125,G7 ThinQ Plus,LM-G710P,lg,,안드로이드 8.0 (Oreo) | 9 (Pie) | 10LG UX 7.0 | 9.0 | VELVET UI,,0,6.1,IPS TFT-LCD,3120 x 1440,564,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 845 SDM845 Platform.  ,,Qualcomm Kryo 385 Gold Quad-Core 2.8 GHz CPUQualcomm Kryo 385 Silver Quad-Core 1.7 GHz CPU,퀄컴 Adreno 630 710 MHz GPU,퀄컴 Hexagon 685 DSP,DSP 대체,Qualcomm Snapdragon X20 LTE Modem,4 GB LPDDR4X SDRAM,64, UFS 2.1,,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,600만  + 1,600만 ", 800만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득DTS:X 음향 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,"퀄컴 퀵 차지 4 (16.2 W), 퀄컴 퀵 차지 3.0 (16.2 W)",,,,,뉴 모로칸 블루,71.9,153.2,7.9,"162"
126,G6 ThinQ,LGM-G600,lg,,안드로이드 7.0 (Nougat) | 8.0 (Oreo) | 9 (Pie)LG UX 6.0 | 6.0+ | 8.0,,0,5.7,IPS TFT-LCD,2880 x 1440,564,60Hz,18:9,,,,,퀄컴 스냅드래곤 821 MSM8996 Pro SoC.  ,,Qualcomm Kryo Dual-Core 2.34 GHz + Dual-Core 1.6 GHz CPU,퀄컴 Adreno 530 653 MHz GPU,퀄컴 Hexagon 680 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,,,,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,"1,300만  + 1,300만 ", 500만,,듀얼 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,"아스트로 블랙, 미스틱 화이트, 아이스 플래티넘, Black Edition(미스틱 화이트, 아이스 플래티넘), 테라 골드, 마린 블루, 라벤더 바이올렛, 라즈베리 로즈",71.9,148.9,7.9,"163"
127,G6 ThinQ Plus,LGM-G600P,lg,,안드로이드 7.0 (Nougat) | 8.0 (Oreo) | 9 (Pie)LG UX 6.0 | 6.0+ | 8.0,,0,5.7,IPS TFT-LCD,2880 x 1440,564,60Hz,18:9,,,,,퀄컴 스냅드래곤 821 MSM8996 Pro SoC.  ,,Qualcomm Kryo Dual-Core 2.34 GHz + Dual-Core 1.6 GHz CPU,퀄컴 Adreno 530 653 MHz GPU,퀄컴 Hexagon 680 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,,,,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,"1,300만  + 1,300만 ", 500만,,듀얼 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,"아스트로 블랙, 미스틱 화이트, 아이스 플래티넘, Black Edition(미스틱 화이트, 아이스 플래티넘), 테라 골드, 마린 블루, 라벤더 바이올렛, 라즈베리 로즈",71.9,148.9,7.9,"163"
128,G5,LG-F700,lg,,안드로이드 6.0 (Marshmallow) | 7.0 (Nougat) | 8.0 (Oreo)LG UX 5.0 | 5.0+ | 6.0+,,0,5.3,IPS TFT-LCD,2560 x 1440,554,60Hz,16:9,,,,,퀄컴 스냅드래곤 820 MSM8996 SoC.  ,,Qualcomm Kryo Dual-Core 2.2 GHz + Dual-Core 1.6 GHz CPU,퀄컴 Adreno 530 624 MHz GPU,퀄컴 Hexagon 680 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,32, UFS 2.0, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,"1,600만  + 800만 ", 800만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FM 라디오 지원, 확장 슬롯 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",2800,모듈형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,"티탄, 골드, 실버, 핑크",73.9,149.4,7.7,"159"
129,G4,LG-F500,lg,,안드로이드 5.1 (Lollipop) | 6.0 (Marshmallow) | 7.0 (Nougat)LG UX 4.0 | 5.0+,,0,5.5,IPS TFT-LCD,2560 x 1440,538,60Hz,16:9,,,,,퀄컴 스냅드래곤 808 MSM8992 SoC.  ,,ARM Cortex-A57 Dual-Core 1.8 GHz CPUARM Cortex-A53 Quad-Core 1.4 GHz CPU,퀄컴 Adreno 418 600 MHz GPU,퀄컴 Hexagon V56 DSP,DSP 대체,Qualcomm Snapdragon X10 LTE Modem,3 GB LPDDR3 SDRAM,32, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.1,"GPS & A-GPS, GLONASS, Beidou",,일부 모델 듀얼심 지원,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",3000,Li-Ion 착탈식  ,퀄컴 퀵 차지 2.0 (16.2 W),,,,,"메탈릭 그레이, 세라믹 화이트, 골드, 천연 가죽(브라운, 블랙, 스카이 블루, 베이지, 옐로우, 레드), 화이트 골드",76.1,148.9,9.8,"155"
130,G3,LG-F400,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
131,G3 A,LG-F410,lg,,안드로이드 4.4 (KitKat) | 5.0 (Lollipop)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,32, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 지상파 DMB 지원",,,,,,,,,"티탄, 화이트",71.6,141,9.8,"146.8"
132,G3 Beat,LG-F470,lg,,안드로이드 4.4 (KitKat) | 5.0.2 (Lollipop)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, , micro SDHC 최대 32 GB 지원,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"메탈릭 블랙, 실크 화이트, 샤인 골드, 버건디 레드",69.6,137.7,10.3,"134"
133,G3 Screen,LG-F490,lg,,안드로이드 4.4 (KitKat) | 5.0 (Lollipop) / LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM(800Mhz),32, eMMC , micro SDXC 최대 2 TB 지원,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 지상파 DMB 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",81.8,157.8,9.45,"182"
134,G3.Cat6,LG-F460,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
135,G2,LG-F320,lg,,안드로이드 4.2 (Jelly Bean) | 4.4 (KitKat) | 5.0 (Lollipop)LG UX 2.0 | LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,32, eMMC, micro SDXC 규격 상 2 TB,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, Q리모트 지원, Hi-Fi(24 Bit/192 KHz) 사운드 지원, 지상파 DMB 및 고화질 스마트 DMB 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 블랙 골드 & 화이트 골드",70.9,138.5,8.9,"140"
136,G Pro2,LG-F350,lg,,안드로이드 4.4 (KitKat) | 5.0 (Lollipop)LG UI 4.0 | LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,3 GB LPDDR3 SDRAM,32, , micro SDXC 규격 상 2 TB,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티탄, 화이트, 실버, 레드",81.9,157.9,8.3,"172"
137,Gx2,LG-F430,lg,,안드로이드 4.4 (Kitkat)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,1.5 GB LPDDR3 SDRAM,8, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티탄 블랙, 화이트",79.2,152.1,9.1,"165"
138,Gx,LG-F310,lg,,안드로이드 4.1 (Jelly Bean) | 4.4 (KitKat) | 5.0 (Lollipop) LG UI 3.0 | 4.0 | LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR2 SDRAM,32, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 지상파 DMB 지원",,,,,,,,,"블랙, 화이트",76.1,150.6,9.2,"167"
139,G Flex2,LG-F510,lg,,안드로이드 5.0 | 5.1 (Lollipop) | 6.0 (Marshmallow)LG UX 3.0 | 4.0,,0,0,,,,,,,,,,,,,,,,,2 / 3 GB LPDDR4 SDRAM,16/32/64, , micro SDXC 2 TB 공식 지원,,,,4.1,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"플래티넘 실버, 플라멩코 레드, 볼케이노 레드", ,9,.,"152"
140,G Flex,LG-F340,lg,,안드로이드 4.2 (Jelly Bean) | 4.4 (KitKat)LG UI 4.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,32, eMMC ,,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,티탄 실버,81.6,160.5,7.9,"177"
141,Stylo 5,LG-Q720CS,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
142,Stylo 5 Plus,LG-Q720AM,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
143,Stylus 3,LG-MP450,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
144,Stylus 2,LG-F720,lg,,안드로이드 6.0 (Marshmallow) | 7.0 (Nougat)LG UX 5.0,,0,5.7,IPS TFT-LCD,1280 x 720,258,60Hz,16:9,,,,,퀄컴 스냅드래곤 410 MSM8916 SoC.  ,,ARM Cortex-A53 Quad-Core 1.2 GHz CPU,퀄컴 Adreno 306 450 MHz GPU,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,Qualcomm Gobi MDM9x25,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"러버듐 펜 지원, 일부 모델 DAB+ 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티탄, 화이트",79.6,155,7.4,"145"
145,G 스타일로,LG-F560,lg,,안드로이드 5.0 (Lollipop) | 6.0 (Marshmallow)LG UX 4.0,,0,5.7,IPS TFT-LCD,1280 x 720,258,60Hz,16:9,,,,,퀄컴 스냅드래곤 410 MSM8916 SoC.  ,,ARM Cortex-A53 Quad-Core 1.2 GHz CPU,퀄컴 Adreno 306 450 MHz GPU,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,Qualcomm Gobi MDM9x25,1.5 GB LPDDR3 SDRAM,8, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.1,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"러버듐 펜 지원, 일부 모델 FM 라디오 혹은 모바일 TV 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티탄, 화이트",79.2,154.3,9.6,"163"
146,G3 Stylus,LG-D690,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
147,K10,LG-F670,lg,,안드로이드 5.1 (Lollipop)LG UX 4.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,, eMMC 4.5, micro SDXC 규격 상 2 TB,,,,4.1,,,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"인디고 블랙, 화이트, 골드",74.8,146.6,8.8,"140"
148,U폰,LG-F820,lg,,안드로이드 6.0 (Marshmallow)LG UX 5.0,,0,5.2,IPS TFT-LCD,1920 x 1080,,,16:9,,,,,MediaTek MT6753 SoC.  ,,ARM Cortex-A53 MP8 1.1 GHz CPU,ARM Mali-T720 MP3 450 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,32, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.2,GPS & A-GPS,,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지상파 HD DMB 및 고화질 스마트 DMB 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 핑크",73.2,147.6,7.7,"135"
149,클래스,LG-F620,lg,,안드로이드 5.1 (Lollipop) | 6.0 (Marshmallow)LG UX 4.0,,0,0,,,,,,,,,,,,,,,,,1.5 / 2 GB LPDDR3 SDRAM,16, eMMC 4.5, micro SDXC 최대 2 TB 지원,,,,4.1,,,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블루블랙, 골드, 실버",71.8,142,7.4,"147"
150,볼트,LG-F540,lg,,안드로이드 5.0 (Lollipop)LG UX 3.0,,0,4.7,TFT-LCD,1280 x 720,312,,16:9,,,,,퀄컴 스냅드래곤 410 MSM8916 SoC.  ,,ARM Cortex-A53 MP4 1.2 GHz CPU,퀄컴 Adreno 306 450 MHz GPU,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,Qualcomm Gobi MDM9x25,1 GB LPDDR3 SDRAM,8, eMMC 4.5, micro SDHC 최대 32 GB 지원,,4G,,4.1,,,,,, 100만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 FM 라디오 혹은 원세그 TV 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,66.1,133.3,9.9,"119"
151,아카,LG-F520,lg,,안드로이드 4.4 (KitKat) | 5.0 (Lollipop)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,1.5 GB LPDDR3 SDRAM,16, , micro SDHC 최대 32 GB 지원,,,,4,,,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"우키(화이트), 에기(옐로우), 소울(네이비), 요요(핑크)",71.9,138.7,9.9,"157"
152,Q9,LM-Q925,lg,,안드로이드 8.1 (Oreo) | 9 (Pie)LG UX 7.0 | 8.0,,0,6.1,IPS TFT-LCD,3120 x 1440,564,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 821 MSM8996 Pro SoC.  ,,Qualcomm Kryo Dual-Core 2.35 GHz + Dual-Core 2.2 GHz CPU,퀄컴 Adreno 530 653 MHz GPU,퀄컴 Hexagon 680 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,64, UFS 2.0, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,"뉴 오로라 블랙, 뉴 모로칸 블루, 카민 레드",71.9,153.2,7.9,"159"
153,Q9 One,LM-Q927,lg,,안드로이드 9 (Pie) | 10 | 11,,0,6.1,IPS TFT-LCD,3120 x 1440,564,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 835 MSM8998 Platform.  ,,Qualcomm Kryo 280 Quad-Core 2.35 GHz + Quad-Core 1.9 GHz CPU,퀄컴 Adreno 540 670 MHz GPU,퀄컴 Hexagon 682 DSP,DSP 대체,Qualcomm Snapdragon X16 LTE Modem,4 GB LPDDR4X SDRAM,64, UFS 2.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,뉴 모로칸 블루,71.9,153.2,7.9,"156"
154,Q8 2018,LM-Q815,lg,,안드로이드 8.1 (Oreo)LG UX 7.0,,0,6.2,IPS TFT-LCD,2160 x 1080,389,60Hz,18:9,,,,,MediaTek MT6750S SoC.  ,,ARM Cortex-A53 Octa-Core 1.5 GHz CPU,ARM Mali-T860 Dual-Core 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 / 3 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,", 3.5 mm 단자",,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"스타일러스 펜 지원, MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원",USB 3.1 Gen1 Type-C x 1,3300,내장형 Li-Ion  ,선택탑재,,,,,모로칸 블루,77.8,160.2,8.4,"172"
155,Q8,LGM-X800,lg,,안드로이드 7.0 (Nougat) | 8.0 (Oreo)LG UX 5.0+ | 6.0+,,0,2.1,IPS TFT-LCD,2560 x 1440,564,60Hz,16:9+2:13,,,,,퀄컴 스냅드래곤 820 MSM8996 SoC.  ,,Qualcomm Kryo Dual-Core 2.2 GHz + Dual-Core 1.6 GHz CPU,퀄컴 Adreno 530 624 MHz GPU,퀄컴 Hexagon 680 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,32, UFS 2.0, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,"1,600만  + 800만 ", 500만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,기본,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,"어반 티탄, 스윗 핑크",72,149,7.9,"146"
156,Q Stylus,LMQ710,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
157,Q Stylus Alpha,LMQ710HS,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
158,Q7,LM-Q720,lg,,안드로이드 8.1->9 (Oreo)LG UX 7.0,,0,5.5,IPS TFT-LCD,2160 x 1080,442,60Hz,18:9,,,,,MediaTek MT6750S SoC.  ,,ARM Cortex-A53 Octa-Core 1.5 GHz CPU,ARM Mali-T860 Dual-Core 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,선택탑재,,,,,모로칸 블루,67.3,143.8,8.4,"145"
159,Q7 Plus,LM-Q725,lg,,안드로이드 8.1->9 (Oreo)LG UX 7.0,,0,5.5,IPS TFT-LCD,2160 x 1080,442,60Hz,18:9,,,,,MediaTek MT6750S SoC.  ,,ARM Cortex-A53 Octa-Core 1.5 GHz CPU,ARM Mali-T860 Dual-Core 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,선택탑재,,,,,모로칸 블루,67.3,143.8,8.4,"145"
