모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게
Q61,LM-Q630,LG전자,2020. 05,안드로이드 10,,,6.53,IPS,1080 x 2340 픽셀,395 ppi,,,,69.19 mm,149.9 mm,,,8개 (64 비트),2300 MHz,-,,,4 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,(-)30 FPS,Dual LED,8000 x 6000 (48 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,77.5,164.5,8.3,-
갤럭시 A31,SM-A315,삼성전자,2020. 05,안드로이드 10,,,6.4,Super AMOLED,1080 x 2400 픽셀,411 ppi,,,,66.71 mm,148.24 mm,,MediaTek Helio G70,8개 (64 비트),2000 MHz,ARM Mali-G52 2EEMC2,,,4 | 6 GB,64 GB / 128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,(-)30 FPS,LED,8000 x 6000 (48 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000 mAh,Li-Ion,"급속충전
일체형",,,,-,,73.1,159.3,8.6,185g
갤럭시 A51,SM-A516,삼성전자,2020. 05,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400 픽셀,405 ppi,,,,67.75 mm,150.56 mm,,Samsung Exynos 980,8개 (64 비트),2200 MHz,ARM Mali-G76 MP5,,,6 | 8 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,(-)30 FPS,LED,8000 x 6000 (48 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500 mAh,Li-Ion,"급속충전
일체형",,,,-,,73.6,158.9,8.7,187g
갤럭시 A 퀀텀,SM-A716,삼성전자,2020. 05,안드로이드 10,,,6.7,Super AMOLED,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Samsung Exynos 980,8개 (64 비트),2200 MHz,ARM Mali-G76 MP5,,,6 | 8 GB,128 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,(-)30 FPS,LED,9280 x 6944 (64.4 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/1.8,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500 mAh,Li-Ion,"급속충전
일체형",,,,-,,75.5,162.5,8.1,185g
갤럭시 S20 FE,SM-G781,삼성전자,2020. 10,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400 픽셀,405 ppi,,,,67.75 mm,150.56 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,6 | 8 GB,128 GB / 256 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 (-)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),32 MP (megapixels) (32 메가픽셀),32 MP (megapixels) (32 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,74.5,159.8,8.4,190g
갤럭시 노트20,SM-N981,삼성전자,2020. 09,안드로이드 10,,,6.7,Super AMOLED Plus,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090 MHz,Qualcomm Adreno 650,,,8 GB,128 GB / 256 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 (-)24 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.2,161.6,8.3,192g
갤럭시 노트20 울트라,SM-N986,삼성전자,2020. 09,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3088 픽셀,494 ppi,,,,74.07 mm,158.84 mm,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090 MHz,Qualcomm Adreno 650,,,12 GB,128 GB / 256 GB / 512 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 (-)24 FPS,LED,12000 x 9000 (108 메가픽셀),3648 x 2736 (10 메가픽셀),3648 x 2736 (10 메가픽셀)60 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,77.2,164.8,8.1,208g
Q31,LM-Q310,LG전자,2020. 09,미확인,,,5.7,미확인,720 x 1520,295 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,,분리형,,,,-,,147.9,71,8.7,145g
LG Q52,LM-Q520,LG전자,2020. 10,미확인,,,6.6,미확인,720 x 1600,266 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000 mAh,,분리형,,,,-,,165,76.7,8.4,186g
LG윙,LM-F100,LG전자,2020. 10,안드로이드 10,,,6.8,pOLED,1080 x 2460 픽셀,395 ppi,,,,69.43 mm,158.15 mm,,Qualcomm Snapdragon 765G,8개 (64 비트),2400 MHz,Qualcomm Adreno 620,,,8 GB,256 GB,,미확인,LTE,4G,미확인,5.1,,나노유심 ,,,,,7680 x 4320 (-)30 FPS,Dual LED,9280 x 6920 (64.2 메가픽셀),6560 x 5480 (36 메가픽셀),6560 x 5480 (36 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,74.5,169.5,10.9,260g
갤럭시 A21s,SM-A102,삼성전자,2020. 07,안드로이드 10,,,6.5,PLS,720 x 1600 픽셀,270 ppi,,,,67.75 mm,150.56 mm,,Samsung Exynos 850 (S5E3830),8개 (64 비트),2000 MHz,ARM Mali-G52,,,3 | 4 | 6 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,8000 x 6000 (48 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,5000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,75.3,163.7,8.9,192g
넥서스5,LG-D821,LG전자,2013. 11,안드로이드 4.4.3 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS,1080 x 1920 픽셀,441 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2300 MHz,Qualcomm Adreno 330,,,2 GB,16 GB / 32 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),1280 x 960 (1.2 메가픽셀),1280 x 960 (1.2 메가픽셀)FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300 mAh,Li-Polymer,일체형,,,,무선충전 지원,,69.2,137.8,8.6,130g
옵티머스 뷰,LG-F100,LG전자,2012. 03,안드로이드 4.0.4 Ice Cream Sandwich,,,5,IPS,768 x 1024 픽셀,256 ppi,,,,76.2 mm,101.6 mm,,Nvidia Tegra 3 AP33,4개 (32 비트),1500 MHz,ULP GeForce,,,1 GB,32 GB,,미확인,LTE,4G,802.11b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080 mAh,Li-Polymer,일체형,,,,-,,90.4,139.6,8.5,168g
옵티머스 G,LG-F180,LG전자,2012. 09,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1.2 Jelly Bean | 안드로이드 4.4.2 KitKat,,,4.7,IPS,768 x 1280 픽셀,318 ppi,,,,61.42 mm,102.37 mm,,Qualcomm Snapdragon S4 Pro APQ8064,4개 (32 비트),1500 MHz,Qualcomm Adreno 320,,,2 GB,32 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4208 x 3120 (13.1 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 mAh,Li-Polymer,일체형,,,,-,,68.9,131.9,8.5,145g
옵티머스뷰2,LG-F200,LG전자,2012. 09,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1 Jelly Bean,,,5,IPS,768 x 1024 픽셀,256 ppi,,,,76.2 mm,101.6 mm,,Qualcomm Snapdragon S4 Plus MSM8960,2개 (32 비트),1500 MHz,Qualcomm Adreno 225,,,2 GB,14.9 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150 mAh,Li-Ion,일체형,,,,-,,85.6,132.2,9.4,159g
옵티머스GK,LG-F220,LG전자,2013. 05,Android,,,5,IPS,1080 x 1920,441 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,2GB,,,Micro SD,LTE,4G,802.11a/b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100 mAh,,분리형,,,,-,,139.1,69.9,9.9,156g
옵티머스G 프로,LG-F240,LG전자,2013. 02,안드로이드 4.1.2 Jelly Bean,,,5.5,IPS+,1080 x 1920 픽셀,401 ppi,,,,68.49 mm,121.76 mm,,Qualcomm Snapdragon 600 APQ8064T,4개 (32 비트),1700 MHz,Qualcomm Adreno 320,,,2 GB,16 GB / 32 GB,,Micro SDHC,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140 mAh,Li-Ion,분리형,,,,-,,76.1,150.2,9.4,160g
엘지 뷰3,LG-F300,LG전자,2013. 09,안드로이드 4.2.2 Jelly Bean,,,5.2,IPS,960 x 1280 픽셀,308 ppi,,,,79.25 mm,105.66 mm,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260 MHz,Qualcomm Adreno 330,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)60 FPS,LED,4208 x 3120 (13.1 메가픽셀),(0 메가픽셀),(0 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610 mAh,Li-Ion,일체형,,,,-,,85.6,132.1,9.4,161g
엘지 밴드플레이,LG-F570,LG전자,2015. 06,안드로이드 5.1 롤리팝,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300 mAh,Li-Ion,분리형,,,,-,,71.9,139.7,8.3,126g
프라다폰 3.0,LG-KU5400,LG전자,2011. 12,안드로이드 2.3.7 Gingerbread | 안드로이드 4.0 Ice Cream Sandwich,,,4.3,TFT,480 x 800 픽셀,217 ppi,,,,56.19 mm,93.66 mm,,Texas Instruments OMAP 4 4430,2개 (32 비트),1000 MHz,PowerVR SGX540,,,1 GB,8 GB,,Micro SDHC,3G,3G,802.11a/b/g/n,3,,미니유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540 mAh,Li-Ion,분리형,,,,-,,69,127.5,8.5,138g
프라다폰 3.0,LG-LU5400,LG전자,2011. 12,안드로이드 2.3.7 Gingerbread | 안드로이드 4.0 Ice Cream Sandwich,,,4.3,TFT,480 x 800 픽셀,217 ppi,,,,56.19 mm,93.66 mm,,Texas Instruments OMAP 4 4430,2개 (32 비트),1000 MHz,PowerVR SGX540,,,1 GB,8 GB,,Micro SDHC,3G,3G,802.11a/b/g/n,3,,미니유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540 mAh,Li-Ion,분리형,,,,-,,69,127.5,8.5,138g
옵티머스Q2,LG-LU6500,LG전자,2011. 09,미확인,,,,IPS,x,-,,,,mm,mm,,,개 ( 비트),MHz,-,,,1GB,,,Micro SDHC,2G,2G,802.11b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,분리형,,,,-,,-,-,-,-
프라다폰 3.0,LG-SU540,LG전자,2011. 12,안드로이드 2.3.7 Gingerbread | 안드로이드 4.0 Ice Cream Sandwich,,,4.3,TFT,480 x 800 픽셀,217 ppi,,,,56.19 mm,93.66 mm,,Texas Instruments OMAP 4 4430,2개 (32 비트),1000 MHz,PowerVR SGX540,,,1 GB,8 GB,,Micro SDHC,3G,3G,802.11a/b/g/n,3,,미니유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540 mAh,Li-Ion,분리형,,,,-,,69,127.5,8.5,138g
Q7,LM-Q727,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160 픽셀,439 ppi,,,,62.48 mm,124.95 mm,,Qualcomm Snapdragon 450,8개 (64 비트),1800 MHz,Qualcomm Adreno 506,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,69.3,143.8,8.4,145g
Q70,LM-Q730,LG전자,2019. 09,안드로이드 9.0 Pie,,,6.4,IPS,1080 x 2310 픽셀,398 ppi,,,,68.85 mm,147.26 mm,,Qualcomm Snapdragon 675,8개 (64 비트),2000 MHz,Qualcomm Adreno 612,,,4 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,(-)30 FPS,LED,6528 x 4896 (32 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/1.8,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,76.8,162.1,8.3,198g
Q92,LM-Q920,LG전자,2020. 08,안드로이드 10,,,6.67,IPS,1080 x 2400 픽셀,395 ppi,,,,69.52 mm,154.5 mm,,Qualcomm Snapdragon 765G,8개 (64 비트),2400 MHz,Qualcomm Adreno 620,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,8000 x 6000 (48 메가픽셀),6560 x 5480 (36 메가픽셀),6560 x 5480 (36 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,77.3,166.5,8.5,193g
옵티머스 Z,SU950,LG전자,2010. 07,Android,,,3.5,TFT,480 x 800,267 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,512MB,,,Micro SDHC,3G,3G,802.11b/g,,,TTA20핀,,,,,(WVGA)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350 mAh,,분리형,,,,-,,56.8,117.9,11.1,135g
갤럭시 그랜드,SHV-E275,삼성전자,2013. 01,Android,,,5,TFT,480 x 800,187 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,1GB,,,Micro SDHC,LTE,4G,802.11a/b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,분리형,,,,-,,76.9,143.5,9.6,162g
갤럭시 지오,SHW-M290,삼성전자,2011. 04,안드로이드 2.2.x Froyo | 안드로이드 2.3.x Gingerbread,,,3.2,TFT,320 x 480 픽셀,180 ppi,,,,45.09 mm,67.63 mm,,Qualcomm Snapdragon S1 MSM7227-1 Turbo,1개 (32 비트),800 MHz,Qualcomm Adreno 200,,,278.016 MB (megabytes) GB,157.696 MB (megabytes),,Micro SDHC,3G,3G,802.11b/g,2.1,,미니유심 ,,,,,320 x 240 (WQVGA)15 FPS,,2048 x 1536 (3.2 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350 mAh,Li-Ion,분리형,,,,-,,57.5,110.5,12.2,102g
갤럭시 A10,SM-A105,삼성전자,2019. 05,안드로이드 9.0 Pie,,,6.2,PLS,720 x 1520 픽셀,271 ppi,,,,67.42 mm,142.32 mm,,Samsung Exynos 7 Octa 7884,8개 (64 비트),1600 MHz,ARM Mali-G71,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400 mAh,Li-Polymer,일체형,,,,-,,75.6,155.6,7.94,168g
갤럭시 A21s,SM-A217,삼성전자,2020. 07,안드로이드 10,,,6.5,PLS,720 x 1600 픽셀,270 ppi,,,,67.75 mm,150.56 mm,,Samsung Exynos 850 (S5E3830),8개 (64 비트),2000 MHz,ARM Mali-G52,,,3 | 4 | 6 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,8000 x 6000 (48 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,5000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,75.3,163.7,8.9,192g
갤럭시 A7 2017,SM-A720,삼성전자,2017. 01,안드로이드 6.0.1 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,Super AMOLED,1080 x 1920 픽셀,386 ppi,,,,70.98 mm,126.19 mm,,Samsung Exynos 7 Octa 7880,8개 (64 비트),1900 MHz,ARM Mali-T830 MP3,,,3 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3600 mAh,Li-Ion,"급속충전
일체형",,,,-,,77.6,156.8,7.9,-
갤럭시 폴더,SM-G150,삼성전자,2015. 07,안드로이드 5.1 롤리팝,,,3.8,TFT,480 x 800 픽셀,246 ppi,,,,49.66 mm,82.77 mm,,Samsung Exynos 3475,4개 (32 비트),1200 MHz,ARM Mali-T720 MP1,,,1.5 GB,8 GB,,미확인,LTE,4G,미확인,4.1,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,,3264 x 2448 (8 메가픽셀),1600 x 1200 (1.9 메가픽셀),1600 x 1200 (1.9 메가픽셀)FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 mAh,Li-Ion,분리형,,,,-,,60.2,122,15.3,155g
갤럭시 폴더2,SM-G165,삼성전자,2017. 06,안드로이드 6.0 마시멜로우,,,3.8,TFT,480 x 800 픽셀,246 ppi,,,,49.66 mm,82.77 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,2 GB,16 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950 mAh,Li-Ion,분리형,,,,-,,60.2,122,15.4,160g
갤럭시 와이드2,SM-J727,삼성전자,2017. 05,안드로이드 7.0 누가,,,5.5,Super AMOLED,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,Samsung Exynos 7 Octa 7870,8개 (64 비트),1600 MHz,ARM Mali-T830 MP2,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.1,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300 mAh,Li-Polymer,분리형,,,,-,,76.4,151.5,8.6,167g
갤럭시 M20,SM-M205,삼성전자,2017. 07,안드로이드 8.1 Oreo,,,6.3,IPS,1080 x 2340 픽셀,409 ppi,,,,67.06 mm,145.29 mm,,Samsung Exynos 7 Octa 7904,8개 (64 비트),1800 MHz,ARM Mali-G71 MP2,,,3 | 4 GB,32 GB / 64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4128 x 3096 (12.8 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,5000 mAh,Li-Ion,"급속충전
일체형",,,,-,,74.5,156.4,8.8,186g
,LG-D150,LG전자,2001. 03,미확인,,,,GF,x,-,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,1G,1G,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,분리형,,,,-,,44.2,82.4,21.2,79g
LG L70,LG-D329,LG전자,2014. 04,안드로이드 4.4.2 KitKat,,,4.5,IPS,480 x 800 픽셀,207 ppi,,,,58.81 mm,98.01 mm,,Qualcomm Snapdragon 200 MSM8210,2개 (32 비트),1200 MHz,Qualcomm Adreno 302,,,1 GB,4 GB,,Micro SD,3G,3G,802.11b/g/n,4,,미니유심 ,,,,,800 x 480 (-)30 FPS,LED,2592 x 1944 (5 메가픽셀),640 x 480 (0.3 메가픽셀),640 x 480 (0.3 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 mAh,Li-Ion,분리형,,,,-,,66.8,127.2,9.5,127.5g
옵티머스 L9,LG-D700,LG전자,2012. 08,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1.2 Jelly Bean,,,,IPS,540 x 960 픽셀,-,,,,56.04 mm,99.62 mm,,Texas Instruments OMAP 4 4430,2개 (32 비트),1000 MHz,PowerVR SGX540,,,1 GB,4 GB,,Micro SDHC,3G,3G,802.11a/b/g/n,3,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,2592 x 1944 (5 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150 mAh,Li-Ion,분리형,,,,-,,68.8,127.8,9.1,125g
옵티머스 LTE 태그,LG-F120K,LG전자,2012. 02,Android,,,4.3,TFT,480 x 800,217 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,1GB,,,Micro SDHC,LTE,4G,802.11b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 mAh,,분리형,,,,-,,67.9,126.5,9.53,141.7g
옵티머스 LTE2,LG-F160K,LG전자,2012. 05,안드로이드 4.0 Ice Cream Sandwich | 안드로이드 4.1 Jelly Bean,,,4.7,IPS,720 x 1280 픽셀,312 ppi,,,,58.53 mm,104.05 mm,,Qualcomm Snapdragon S4 Plus MSM8960,2개 (32 비트),1500 MHz,Qualcomm Adreno 225,,,2 GB,16 GB,,Micro SDHC,LTE,4G,802.11a/b/g/n,4,,미니유심 ,,,,,1920 x 1080 (Full HD)FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150 mAh,Li-Ion,분리형,,,,-,,69.5,134.7,8.9,145g
